home_score,away_score,roof,surface,spread,favored_team,vegas_total,attendance,away_rush_attempts,away_rush_yards,away_rush_tds,home_rush_attempts,home_rush_yards,home_rush_tds,away_pass_completions,away_pass_attempts,away_pass_yards,away_pass_tds,away_pass_ints,home_pass_completions,home_pass_attempts,home_pass_yards,home_pass_tds,home_pass_ints,away_sacked,away_sacked_yds,home_sacked,home_sacked_yds,away_total_yds,home_total_yds,away_fumbles,away_fumbles_lost,home_fumbles,home_fumbles_lost,away_turnovers,home_turnovers,away_penalties,away_penalties_yds,home_penalties,home_penalties_yds,away_third_down_attempts,away_third_down_converted,home_third_down_attempts,home_third_down_converted,away_fourth_down_attempts,away_fourth_down_converted,home_fourth_down_attempts,home_fourth_down_converted,away_possession_pct,home_possession_pct,home_drives,home_total_plays,home_punts,home_field_goals,home_touchdowns,vis_drives,vis_total_plays,vis_punts,vis_field_goals,vis_touchdowns,home_qb,home_rb,home_wr,home_wr2,home_wr3,home_te,home_ol1,home_ol2,home_ol3,home_ol4,home_ol5,home_de,home_de2,home_dt,home_dt2,home_lb,home_lb2,home_cb,home_cb2,home_s,home_s2,home_db,vis_qb,vis_rb,vis_wr,vis_wr2,vis_wr3,vis_te,vis_ol1,vis_ol2,vis_ol3,vis_ol4,vis_ol5,vis_dl,vis_dl2,vis_dl3,vis_dl4,vis_dl5,vis_lb,vis_lb2,vis_cb,vis_cb2,vis_s,vis_db,season,week,away_team,home_team,game_url,date,home_fb,home_te2,home_dl,home_dl2,home_dl3,home_olb,home_cb3,vis_dt,vis_dt2,vis_olb,vis_olb2,vis_s2,vis_s3,vis_de,vis_de2,vis_cb3,vis_lb3,home_nt,home_lb3,vis_fb,vis_mlb,home_olb2,home_s3,vis_te2,vis_dt3,home_dt3,home_lb4,home_dl4,home_dl5,home_db2,home_db3,home_db4,vis_lb4,vis_ol6,home_fs,vis_nt,vis_db2,vis_db3,vis_db4,vis_olb3,home_rb2,home_mlb,vis_fs,home_db5,home_wr4,home_te3,vis_te3,home_lb5,vis_db5,vis_ss,vis_s4,vis_wr4,home_ol6,vis_cb4,home_ss,vis_rb2,home_s4,home_olb3,home_te4
17,20,outdoors,fieldturf,-2.5,New England Patriots,40.5,64628,29,124,1,19,107,1,29,45,325,1,1,24,44,220,1,1,3,17,0,0,432,327,1,1,0,0,2,1,4,30,4,30,17,9,12,3,0,0,2,1,0.62,0.38,12,64,6,1,2,12,79,5,2,2,Mac Jones,Rhamondre Stevenson,Demario Douglas,Jalen Reagor,,Pharaoh Brown,Cole Strange,Sidy Sow,Michael Onwenu,Conor McDermott,David Andrews,,,,,Anfernee Jennings,Jahlani Tavai,Shaun Wade,,,,Jalen Mills,Sam Howell,Brian Robinson Jr.,Terry McLaurin,Jahan Dotson,,John Bates,Andrew Wylie,Charles Leno Jr.,Samuel Cosmi,Chris Paul,Tyler Larsen,,,,,,Jamin Davis,Khaleke Hudson,Kendall Fuller,Benjamin St-Juste,Kamren Curl,,2023,9.0,Washington Commanders,New England Patriots,https://www.pro-football-reference.com/boxscores/202311050nwe.htm,2023-11-05,,Mike Gesicki,Deatrich Wise Jr.,Lawrence Guy,Davon Godchaux,,,Daron Payne,Jonathan Allen,,,Percy Butler,,James Smith-Williams,Casey Toohill,,David Mayo,,Ja'Whaun Bentley,,,,,Logan Thomas,,,,,,Jonathan Jones,Jabrill Peppers,Kyle Dugger,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3,outdoors,grass,-6.5,Baltimore Ravens,44.5,70753,15,28,0,41,298,3,13,28,157,0,1,26,33,225,1,0,4,34,1,8,151,515,1,1,3,2,2,2,5,29,3,11,12,1,13,6,1,0,2,1,0.33,0.67,12,78,2,3,4,12,48,7,1,0,Lamar Jackson,Gus Edwards,Rashod Bateman,Zay Flowers,,Mark Andrews,Patrick Mekari,Ronnie Stanley,John Simpson,Kevin Zeitler,Tyler Linderbaum,,,Nnamdi Madubuike,Broderick Washington Jr.,Malik Harrison,Patrick Queen,Marlon Humphrey,,Kyle Hamilton,Geno Stone,Brandon Stephens,Geno Smith,Kenneth Walker III,Tyler Lockett,D.K. Metcalf,,Will Dissly,Charles Cross,Stone Forsythe,Phil Haynes,Damien Lewis,Evan Brown,Leonard Williams,,,,,Jordyn Brooks,Bobby Wagner,Devon Witherspoon,Riq Woolen,,,2023,9.0,Seattle Seahawks,Baltimore Ravens,https://www.pro-football-reference.com/boxscores/202311050rav.htm,2023-11-05,Patrick Ricard,,,,,Jadeveon Clowney,,,,,,,,Dre'Mont Jones,Jarran Reed,,Darrell Taylor,Michael Pierce,Roquan Smith,,,,,Noah Fant,,,,,,,,,Boye Mafe,,,,,,,,,,Quandre Diggs,,,,,,,Jamal Adams,,,,,,,,,
13,27,outdoors,grass,-1.5,Indianapolis Colts,44.5,72301,30,78,0,28,138,0,17,26,127,1,0,24,39,173,1,3,1,7,4,36,198,275,1,1,1,0,1,3,5,25,10,81,13,4,16,7,0,0,3,2,0.48,0.52,12,73,4,2,1,9,59,5,2,1,Bryce Young,Chuba Hubbard,DJ Chark,Adam Thielen,Jonathan Mingo,Hayden Hurst,Bradley Bozeman,Ikem Ekwonu,Taylor Moton,Austin Corbett,Calvin Throckmorton,,,Derrick Brown,DeShawn Williams,Frankie Luvu,,Donte Jackson,C.J. Henderson,Jammie Robinson,Alex Cook,,Gardner Minshew II,Jonathan Taylor,Juwann Winfree,Michael Pittman Jr.,Alec Pierce,Andrew Ogletree,Will Fries,Blake Freeland,Bernhard Raimann,Quenton Nelson,Ryan Kelly,,,,,,Shaquille Leonard,Segun Olubi,Kenny Moore,Darrell Baker,Rodney Thomas II,,2023,9.0,Indianapolis Colts,Carolina Panthers,https://www.pro-football-reference.com/boxscores/202311050car.htm,2023-11-05,,,,,,DJ Johnson,,DeForest Buckner,Taven Bryan,,,Julian Blackmon,,Samson Ebukam,Kwity Paye,Jaylon Jones,,,,,,Brian Burns,Xavier Woods,,,Shy Tuttle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,23,outdoors,grass,-3.0,Philadelphia Eagles,46.5,69879,21,73,0,33,109,2,29,44,374,3,0,17,23,207,2,0,5,41,3,24,406,292,2,1,3,0,1,0,10,83,10,98,15,6,14,7,5,3,2,2,0.49,0.51,9,59,5,0,4,10,71,2,1,3,Jalen Hurts,D'Andre Swift,A.J. Brown,DeVonta Smith,Julio Jones,Dallas Goedert,Tyler Steen,Jordan Mailata,Lane Johnson,Landon Dickerson,Jason Kelce,Josh Sweat,,Jordan Davis,Fletcher Cox,Nakobe Dean,Zach Cunningham,James Bradberry,Darius Slay,Reed Blankenship,Kevin Byard,,Dak Prescott,Tony Pollard,Jalen Tolbert,Michael Gallup,CeeDee Lamb,Jake Ferguson,Tyler Smith,Terence Steele,Tyron Smith,Zack Martin,Tyler Biadasz,,,,,,Micah Parsons,Damone Clark,Jourdan Lewis,Stephon Gilmore,Markquese Bell,,2023,9.0,Dallas Cowboys,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202311050phi.htm,2023-11-05,,,,,,Haason Reddick,,Johnathan Hankins,Osa Odighizuwa,,,Malik Hooker,Donovan Wilson,DeMarcus Lawrence,,DaRon Bland,,,,,,,Sydney Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,6,dome,grass,-1.5,Las Vegas Raiders,38.5,62082,25,123,0,34,125,3,19,29,200,1,2,16,25,209,0,0,8,46,0,0,277,334,1,0,0,0,2,0,3,8,4,30,12,3,14,5,5,1,1,0,0.52,0.48,12,62,5,3,3,12,62,4,0,1,Aidan O'Connell,Josh Jacobs,Davante Adams,Jakobi Meyers,,Austin Hooper,Jermaine Eluemunor,Kolton Miller,Greg Van Roten,Dylan Parham,Andre James,Malcolm Koonce,Maxx Crosby,John Jenkins,Bilal Nichols,Robert Spillane,Amari Burney,Nate Hobbs,Marcus Peters,Tre'von Moehrig,Marcus Epps,,Daniel Jones,Saquon Barkley,Isaiah Hodgins,Darius Slayton,,Daniel Bellinger,Justin Pugh,Andrew Thomas,Evan Neal,Ben Bredeson,John Michael Schmitz,Rakeem Nunez-Roches,A'Shawn Robinson,Dexter Lawrence,,,Bobby Okereke,Micah McFadden,Deonte Banks,Adoree' Jackson,Xavier McKinney,,2023,9.0,New York Giants,Las Vegas Raiders,https://www.pro-football-reference.com/boxscores/202311050rai.htm,2023-11-05,,Michael Mayer,,,,,Amik Robertson,,,Kayvon Thibodeaux,Jihad Ward,Jason Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matt Breida,,,
24,18,outdoors,fieldturf,-1.5,Cincinnati Bengals,50.5,66965,16,68,1,22,54,1,26,38,258,1,1,31,44,348,2,0,1,9,1,5,317,397,1,1,0,0,2,0,5,49,6,49,12,7,15,8,0,0,2,1,0.39,0.61,9,68,3,1,3,9,56,3,1,2,Joe Burrow,Joe Mixon,Tyler Boyd,Ja'Marr Chase,Tee Higgins,Tanner Hudson,Orlando Brown Jr.,Jonah Williams,Cordell Volson,Alex Cappa,Ted Karras,Sam Hubbard,Trey Hendrickson,B.J. Hill,D.J. Reader,Germaine Pratt,Logan Wilson,Mike Hilton,Cam Taylor-Britt,Daxton Hill,Nick Scott,,Josh Allen,James Cook,Gabriel Davis,Stefon Diggs,Khalil Shakir,Dalton Kincaid,Spencer Brown,Dion Dawkins,O'Cyrus Torrence,Connor McGovern,Mitch Morse,,,,,,Tyrel Dodson,Terrel Bernard,Dane Jackson,Taron Johnson,Jordan Poyer,,2023,9.0,Buffalo Bills,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/202311050cin.htm,2023-11-05,,,,,,,DJ Turner,Ed Oliver,Jordan Phillips,,,Micah Hyde,,Leonard Floyd,Gregory Rousseau,Christian Benford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,27,outdoors,fieldturf,-3.0,Los Angeles Chargers,41.0,75407,21,84,2,20,64,0,16,30,136,0,0,33,49,263,0,0,5,29,8,57,191,270,3,0,4,3,0,3,4,39,8,40,16,7,17,3,0,0,4,3,0.43,0.57,13,79,7,2,0,13,58,8,2,2,Zach Wilson,Breece Hall,Garrett Wilson,Allen Lazard,,C.J. Uzomah,Max Mitchell,Mekhi Becton,Billy Turner,Laken Tomlinson,Joe Tippmann,,,,,Jermaine Johnson II,C.J. Mosley,D.J. Reed,Sauce Gardner,Jordan Whitehead,Ashtyn Davis,,Justin Herbert,Austin Ekeler,Jalen Guyton,Keenan Allen,,Nick Vannett,Will Clapp,Jamaree Salyer,Rashawn Slater,Trey Pipkins,Zion Johnson,Sebastian Joseph-Day,Austin Johnson,,,,Eric Kendricks,Kenneth Murray,Asante Samuel Jr.,Michael Davis,Derwin James,Ja'Sir Taylor,2023,9.0,Los Angeles Chargers,New York Jets,https://www.pro-football-reference.com/boxscores/202311060nyj.htm,2023-11-06,,Jeremy Ruckert,Quinton Jefferson,John Franklin-Myers,Quinnen Williams,,,,,Khalil Mack,Joey Bosa,Alohi Gilman,,,,,,,Quincy Williams,,,,Tony Adams,Donald Parham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,13,outdoors,grass,-3.5,Chicago Bears,38.5,61200,16,43,0,37,133,1,21,38,185,0,0,20,33,162,0,0,3,15,0,0,213,295,1,0,0,0,0,0,5,45,7,44,15,3,15,6,3,3,1,1,0.44,0.56,11,73,6,3,1,9,60,6,2,0,Tyson Bagent,D'Onta Foreman,Tyler Scott,D.J. Moore,Darnell Mooney,Cole Kmet,Darnell Wright,Cody Whitehair,Lucas Patrick,Braxton Jones,Teven Jenkins,,,,,Jack Sanborn,T.J. Edwards,,,,,Jaylon Johnson,Bryce Young,Chuba Hubbard,Adam Thielen,Jonathan Mingo,Terrace Marshall Jr.,Hayden Hurst,Bradley Bozeman,Ikem Ekwonu,Taylor Moton,Austin Corbett,Calvin Throckmorton,,,,,,Frankie Luvu,,Donte Jackson,Dicaprio Bootle,Jammie Robinson,,2023,10.0,Carolina Panthers,Chicago Bears,https://www.pro-football-reference.com/boxscores/202311090chi.htm,2023-11-09,,,Justin Jones,Yannick Ngakoue,Montez Sweat,,,Derrick Brown,Shy Tuttle,DJ Johnson,Amare Barno,Xavier Woods,Vonn Bell,,,,,,,,,,,,DeShawn Williams,,,Andrew Billings,,Eddie Jackson,Kyler Gordon,Tyrique Stevenson,,,,,,,,,,,,Jaquan Brisker,,,,,,,,,,,,,,,
6,10,retractable roof (closed),grass,-2.5,Indianapolis Colts,41.5,50144,26,70,1,36,167,0,18,28,194,0,1,18,27,195,0,2,0,0,5,22,264,340,0,0,1,0,1,2,4,34,5,34,13,5,14,6,2,2,1,1,0.43,0.57,10,71,4,2,0,10,56,5,1,1,Mac Jones,Rhamondre Stevenson,Demario Douglas,JuJu Smith-Schuster,,Pharaoh Brown,Cole Strange,Sidy Sow,Michael Onwenu,Conor McDermott,David Andrews,,,,,Anfernee Jennings,Jahlani Tavai,Shaun Wade,,,,Jalen Mills,Gardner Minshew II,Jonathan Taylor,Michael Pittman Jr.,Alec Pierce,,Mo Alie-Cox,Will Fries,Braden Smith,Bernhard Raimann,Quenton Nelson,Ryan Kelly,,,,,,Zaire Franklin,Shaquille Leonard,Darrell Baker,Kenny Moore,Julian Blackmon,,2023,10.0,Indianapolis Colts,New England Patriots,https://www.pro-football-reference.com/boxscores/202311120nwe.htm,2023-11-12,,Mike Gesicki,Deatrich Wise Jr.,Lawrence Guy,Davon Godchaux,,,DeForest Buckner,Taven Bryan,,,Rodney Thomas II,,Samson Ebukam,Kwity Paye,Jaylon Jones,,,Mack Wilson,,,,,Kylen Granson,,,,,,Jabrill Peppers,Jonathan Jones,Kyle Dugger,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,30,outdoors,fieldturf,-5.5,Cincinnati Bengals,45.5,66526,34,188,2,16,66,1,23,39,356,1,1,27,40,347,2,2,1,0,4,33,544,380,2,2,1,0,3,2,7,50,4,63,13,4,14,6,1,0,1,1,0.53,0.47,13,62,5,2,3,13,77,4,3,3,Joe Burrow,Joe Mixon,Tyler Boyd,Ja'Marr Chase,Trenton Irwin,Drew Sample,Orlando Brown Jr.,Jonah Williams,Cordell Volson,Alex Cappa,Ted Karras,Cameron Sample,Trey Hendrickson,B.J. Hill,D.J. Reader,Germaine Pratt,Logan Wilson,Mike Hilton,Cam Taylor-Britt,Daxton Hill,Nick Scott,,C.J. Stroud,Devin Singletary,Noah Brown,Robert Woods,Tank Dell,Dalton Schultz,Michael Deiter,George Fant,Laremy Tunsil,Tytus Howard,Shaq Mason,,,,,,Blake Cashman,,Derek Stingley Jr.,Tavierre Thomas,Jalen Pitre,DeAndre Houston-Carson,2023,10.0,Houston Texans,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/202311120cin.htm,2023-11-12,,,,,,,DJ Turner,Sheldon Rankins,Maliek Collins,,,,,Will Anderson,Jonathan Greenard,Shaquill Griffin,,,,,Denzel Perryman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,33,outdoors,grass,-6.0,Baltimore Ravens,38.5,70424,36,178,1,24,106,2,20,35,213,1,1,13,23,223,1,2,4,18,3,23,373,306,2,1,0,0,2,2,10,55,7,64,16,8,8,2,2,1,0,0,0.57,0.43,10,52,3,1,3,10,79,2,4,2,Lamar Jackson,Gus Edwards,Rashod Bateman,Zay Flowers,,Mark Andrews,Patrick Mekari,Ronnie Stanley,John Simpson,Kevin Zeitler,Tyler Linderbaum,,,Nnamdi Madubuike,Broderick Washington Jr.,Malik Harrison,Patrick Queen,Marlon Humphrey,,Kyle Hamilton,Marcus Williams,Brandon Stephens,Deshaun Watson,Jerome Ford,Amari Cooper,,,David Njoku,Geron Christian,James Hudson,Joel Bitonio,Wyatt Teller,Ethan Pocic,,,,,,Jeremiah Owusu-Koramoah,Sione Takitaki,Martin Emerson,Denzel Ward,Grant Delpit,,2023,10.0,Cleveland Browns,Baltimore Ravens,https://www.pro-football-reference.com/boxscores/202311120rav.htm,2023-11-12,Patrick Ricard,,,,,Jadeveon Clowney,,Dalvin Tomlinson,Jordan Elliott,,,Juan Thornhill,,Myles Garrett,Za'Darius Smith,,Anthony Walker,Michael Pierce,Roquan Smith,,,,,Jordan Akins,,,,,,,,,,,,,,,,,,,,,,,Harrison Bryant,,,,,,,,,,,,
23,19,outdoors,grass,-3.0,Pittsburgh Steelers,38.5,67617,24,116,0,36,205,2,21,40,289,2,2,14,23,126,0,0,1,6,1,7,399,324,2,0,0,0,2,0,5,32,3,27,16,8,13,4,2,2,1,1,0.49,0.51,10,63,5,3,2,11,67,4,2,2,Kenny Pickett,Najee Harris,George Pickens,Allen Robinson,Diontae Johnson,Darnell Washington,James Daniels,Broderick Jones,Dan Moore,Isaac Seumalo,Mason Cole,,,Larry Ogunjobi,Cameron Heyward,Kwon Alexander,T.J. Watt,Joey Porter Jr.,Patrick Peterson,Keanu Neal,Damontae Kazee,,Jordan Love,Aaron Jones,Christian Watson,Romeo Doubs,,Luke Musgrave,Elgton Jenkins,Josh Myers,Zach Tom,Rasheed Walker,Jon Runyan Jr.,Kenny Clark,Tedarrell Slaton,,,,Rashan Gary,Isaiah McDuffie,Corey Ballentine,Keisean Nixon,Rudy Ford,,2023,10.0,Green Bay Packers,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/202311120pit.htm,2023-11-12,,,Keeanu Benton,,,,,,,,,Jonathan Owens,,,,Carrington Valentine,Preston Smith,,Elandon Roberts,,,,,Tucker Kraft,,,Alex Highsmith,,,,,,De'Vondre Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,
3,34,outdoors,grass,-3.0,San Francisco 49ers,44.5,69271,30,144,1,17,59,0,20,28,302,3,0,18,32,190,0,2,2,9,5,28,437,221,0,0,2,2,0,4,7,90,5,39,12,4,12,4,2,1,1,0,0.55,0.45,10,55,5,1,0,11,62,3,2,4,Trevor Lawrence,Travis Etienne,Calvin Ridley,Christian Kirk,,Evan Engram,Cam Robinson,Walker Little,Luke Fortner,Brandon Scherff,Anton Harrison,,,,,Devin Lloyd,Foyesade Oluokun,Darious Williams,Tyson Campbell,Rayshawn Jenkins,Andre Cisco,,Brock Purdy,Christian McCaffrey,Brandon Aiyuk,Deebo Samuel,,George Kittle,Jake Brendel,Spencer Burford,Jon Feliciano,Colton McKivitz,Trent Williams,Javon Hargrave,Clelin Ferrell,Nick Bosa,Arik Armstead,,Dre Greenlaw,Fred Warner,Charvarius Ward,,Talanoa Hufanga,Deommodore Lenoir,2023,10.0,San Francisco 49ers,Jacksonville Jaguars,https://www.pro-football-reference.com/boxscores/202311120jax.htm,2023-11-12,,Luke Farrell,Adam Gotsis,Folorunso Fatukasi,Roy Robertson-Harris,Travon Walker,,Javon Kinlaw,,,,Tashaun Gipson,,,,,,,,Kyle Juszczyk,,Josh Hines-Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6,outdoors,grass,-2.5,Tampa Bay Buccaneers,38.5,62725,16,42,0,29,77,0,19,39,199,0,1,18,29,278,2,1,4,32,3,15,209,340,0,0,1,0,1,1,5,35,7,50,15,6,15,7,2,0,0,0,0.47,0.53,11,63,5,2,2,11,62,4,2,0,Baker Mayfield,Rachaad White,Mike Evans,Chris Godwin,,Cade Otton,Robert Hainsey,Tristan Wirfs,Cody Mauch,Luke Goedeke,Aaron Stinnie,,,,,Devin White,Lavonte David,Zyon McCollum,Jamel Dean,Ryan Neal,Antoine Winfield Jr.,,Will Levis,Derrick Henry,DeAndre Hopkins,,,Josh Whyle,Chris Hubbard,Aaron Brewer,Dillon Radunz,Peter Skoronski,Andre Dillard,Denico Autry,,,,,Jack Gibbens,Azeez Al-Shaair,Kristian Fulton,Roger McCreary,,Amani Hooker,2023,10.0,Tennessee Titans,Tampa Bay Buccaneers,https://www.pro-football-reference.com/boxscores/202311120tam.htm,2023-11-12,,Payne Durham,Logan Hall,Calijah Kancey,Vita Vea,Joe Tryon-Shoyinka,,Kyle Peko,Jeffery Simmons,Harold Landry,,,,,,Elijah Molden,,,,,,Shaquil Barrett,,Trevon Wesco,Teair Tart,,,,,,,,,,,,,,,,,,,,,,Chigoziem Okonkwo,,,,,,,,,,,,
27,19,dome,sportturf,-2.5,New Orleans Saints,40.5,66933,15,65,0,33,125,2,26,43,232,2,2,23,34,268,1,0,3,17,1,5,280,388,1,0,0,0,2,0,9,74,5,35,14,4,15,6,2,2,0,0,0.45,0.55,12,71,6,2,3,13,62,6,1,2,Joshua Dobbs,Alexander Mattison,Jordan Addison,Jalen Nailor,,Josh Oliver,Brian O'Neill,Christian Darrisaw,Dalton Risner,Ed Ingram,Garrett Bradbury,,,,,Jordan Hicks,Ivan Pace,Byron Murphy,Akayleb Evans,Josh Metellus,Camryn Bynum,,Derek Carr,Alvin Kamara,Michael Thomas,Chris Olave,,Taysom Hill,James Hurst,Cesar Ruiz,Erik McCoy,Andrus Peat,Ryan Ramczyk,,,,,,Pete Werner,Demario Davis,Marshon Lattimore,Alontae Taylor,Marcus Maye,,2023,10.0,New Orleans Saints,Minnesota Vikings,https://www.pro-football-reference.com/boxscores/202311120min.htm,2023-11-12,,T.J. Hockenson,Harrison Phillips,Jonathan Bullard,,Danielle Hunter,,Nathan Shepherd,Khalen Saunders,,,Tyrann Mathieu,,Carl Granderson,Cameron Jordan,Paulson Adebo,,,,,,D.J. Wonnum,Harrison Smith,Juwan Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,41,dome,matrixturf,-2.5,Detroit Lions,48.5,70240,31,200,3,28,98,1,23,33,333,2,0,27,40,323,4,1,0,0,0,0,533,421,0,0,0,0,0,1,4,44,3,36,13,4,14,7,5,4,3,3,0.51,0.49,9,69,2,1,5,10,66,1,2,5,Justin Herbert,Austin Ekeler,Keenan Allen,Quentin Johnston,,Nick Vannett,Will Clapp,Jamaree Salyer,Rashawn Slater,Trey Pipkins,Zion Johnson,,,,,Kenneth Murray,Eric Kendricks,Asante Samuel Jr.,,Derwin James,Alohi Gilman,Deane Leonard,Jared Goff,David Montgomery,Jameson Williams,Amon-Ra St. Brown,Josh Reynolds,Sam LaPorta,Graham Glasgow,Penei Sewell,Taylor Decker,Jonah Jackson,Frank Ragnow,Benito Jones,Alim McNeill,Aidan Hutchinson,John Cominsky,,Alex Anzalone,Jack Campbell,Jerry Jacobs,Cameron Sutton,Kerby Joseph,Brian Branch,2023,10.0,Detroit Lions,Los Angeles Chargers,https://www.pro-football-reference.com/boxscores/202311120sdg.htm,2023-11-12,,Donald Parham,Austin Johnson,Sebastian Joseph-Day,,Joey Bosa,,,,,,,,,,,Derrick Barnes,,,,,Khalil Mack,,,,,,,,Ja'Sir Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,23,retractable roof (closed),grass,-2.5,Atlanta Falcons,43.5,62861,41,184,2,26,122,2,12,21,94,1,0,19,32,249,0,1,3,24,2,19,254,352,0,0,0,0,0,1,4,43,11,112,14,7,11,3,2,1,1,1,0.53,0.47,10,64,3,4,2,10,66,4,1,3,Kyler Murray,James Conner,Michael Wilson,Marquise Brown,,Trey McBride,Hjalte Froholdt,Will Hernandez,Paris Johnson,Carter O'Donnell,Kelvin Beachum,,,Leki Fotu,,Zaven Collins,Kyzir White,Starling Thomas,Garrett Williams,Budda Baker,Jalen Thompson,,Taylor Heinicke,Bijan Robinson,Drake London,,,MyCole Pruitt,Matthew Bergeron,Drew Dalman,Kaleb McGary,Jake Matthews,Chris Lindstrom,Ta'Quon Graham,Calais Campbell,Kentavius Street,,,Nathan Landman,Kaden Elliss,Jeff Okudah,AJ Terrell,Jessie Bates III,,2023,10.0,Atlanta Falcons,Arizona Cardinals,https://www.pro-football-reference.com/boxscores/202311120crd.htm,2023-11-12,,Geoff Swaim,Jonathan Ledbetter,Kevin Strong,,Dennis Gardeck,Marco Wilson,,,Arnold Ebiketie,Bud Dupree,Richie Grant,,,,,,,,Keith Smith,,,,Kyle Pitts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,17,retractable roof (closed),matrixturf,-17.5,Dallas Cowboys,38.5,93338,23,111,0,33,168,3,14,27,86,2,1,33,44,472,4,2,5,25,0,0,172,640,0,0,0,0,1,2,2,5,9,83,12,0,12,6,3,2,2,1,0.38,0.62,13,77,2,0,7,13,56,7,1,2,Dak Prescott,Tony Pollard,Brandin Cooks,Jalen Tolbert,CeeDee Lamb,Jake Ferguson,Tyler Smith,Terence Steele,Tyron Smith,Zack Martin,Tyler Biadasz,DeMarcus Lawrence,Chauncey Golston,Johnathan Hankins,Osa Odighizuwa,Micah Parsons,Rashaan Evans,DaRon Bland,Stephon Gilmore,Malik Hooker,Donovan Wilson,,Tommy DeVito,Saquon Barkley,Isaiah Hodgins,Darius Slayton,,Daniel Bellinger,Justin Pugh,Andrew Thomas,Tyre Phillips,Ben Bredeson,John Michael Schmitz,Dexter Lawrence,A'Shawn Robinson,,,,Bobby Okereke,Micah McFadden,Nick McCloud,Cordale Flott,Jason Pinnock,,2023,10.0,New York Giants,Dallas Cowboys,https://www.pro-football-reference.com/boxscores/202311120dal.htm,2023-11-12,,,,,,,,,,Jihad Ward,Kayvon Thibodeaux,Xavier McKinney,,,,Deonte Banks,,,Damone Clark,,,,,Tyree Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,26,outdoors,fieldturf,-5.5,Seattle Seahawks,44.5,68721,14,68,0,26,120,0,29,44,312,3,0,31,47,369,2,0,3,24,1,0,356,489,1,1,0,0,1,0,6,39,8,50,15,7,14,4,1,1,1,1,0.49,0.51,12,79,4,5,2,11,63,5,2,3,Geno Smith,Kenneth Walker III,Tyler Lockett,Jaxon Smith-Njigba,D.K. Metcalf,Noah Fant,Charles Cross,Stone Forsythe,Phil Haynes,Damien Lewis,Evan Brown,Dre'Mont Jones,Jarran Reed,,,Jordyn Brooks,Bobby Wagner,Tre Brown,Devon Witherspoon,,,,Sam Howell,Brian Robinson Jr.,Jahan Dotson,Curtis Samuel,Terry McLaurin,Logan Thomas,Andrew Wylie,Samuel Cosmi,Charles Leno Jr.,Chris Paul,Tyler Larsen,,,,,,David Mayo,Jamin Davis,Kendall Fuller,Emmanuel Forbes,Kamren Curl,,2023,10.0,Washington Commanders,Seattle Seahawks,https://www.pro-football-reference.com/boxscores/202311120sea.htm,2023-11-12,,,Leonard Williams,,,,Riq Woolen,Jonathan Allen,Daron Payne,,,Percy Butler,,Casey Toohill,James Smith-Williams,Benjamin St-Juste,,,Boye Mafe,,,,,,,,,,,,,,,,Quandre Diggs,,,,,,,,,,,,,,,,,,,,Jamal Adams,,,,
